,company_name,status,country_code,state_code,days_in_op,first_funding_dayinop,sa_funded_daysop,cr_funded_daysop,ag_funded_daysop,ve_funded_daysop,CA,NY,MA,TX,WA,founded_month,ave_inf_y,sa_raised_amount_usd_adj,ag_raised_amount_usd_adj,ve_raised_amount_usd_adj,cr_raised_amount_usd_adj,software,Biotech,health,web,mobile,enterprise,hardware,advertising,security,manufacturing,social,semiconductor,medical,consulting,education,search,messaging,news,transportation,fashion
187,Aceva Technologies,acquired,USA,CA,6181.0,2393.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,15.82828283,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Achaogen,ipo,USA,CA,4355.0,213.0,0.0,0.0,0.0,3368.0,1,0,0,0,0,1,18.08080808,0.0,0.0,14179280.25,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Achates Power,operating,USA,CA,4355.0,2107.0,2107.0,0.0,0.0,0.0,1,0,0,0,0,1,18.08080808,9075000.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Achieve3000,operating,USA,NJ,5816.0,1664.0,0.0,0.0,0.0,2761.0,0,0,0,0,0,1,16.39393939,0.0,0.0,6120000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Achievers,acquired,USA,CA,7642.0,4715.0,4960.0,0.0,0.0,6105.0,1,0,0,0,0,1,14.39393939,2820000.0,0.0,8400000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,Achillion Pharmaceuticals,ipo,USA,CT,6546.0,1488.0,0.0,0.0,0.0,4612.0,0,0,0,0,0,1,15.46464646,0.0,0.0,32565000.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Achronix Semiconductor,operating,USA,CA,4355.0,1118.0,1118.0,0.0,0.0,3135.0,1,0,0,0,0,1,18.08080808,19050000.0,0.0,7381827.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
195,ACI Solutions,operating,USA,VA,5420.0,5193.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,16.88888889,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Acid Labs,operating,USA,CA,4720.0,1439.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,17.58181818,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Acologix,operating,USA,CA,8738.0,4507.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,13.17171717,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Acopia Networks,acquired,USA,MA,5085.0,505.0,0.0,0.0,0.0,1630.0,0,0,1,0,0,1,17.16969697,0.0,0.0,14200000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Acosta Sales & Marketing,operating,USA,FL,32479.0,27785.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.757575758,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
204,Acoustic Technologies,acquired,USA,TX,6546.0,5580.0,0.0,0.0,0.0,5580.0,0,0,0,1,0,1,15.46464646,0.0,0.0,5183292.4,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,"Acronym Media, Inc.",operating,USA,NY,7583.0,2380.0,0.0,0.0,2380.0,0.0,0,1,0,0,0,3,14.39393939,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
209,Across America Financial Services,operating,USA,CO,3989.0,1557.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,18.72727273,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,ACS Athletics,operating,USA,TX,6181.0,2738.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,15.82828283,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Actelis Networks,operating,USA,CA,6546.0,1252.0,0.0,0.0,0.0,4110.0,1,0,0,0,0,1,15.46464646,0.0,0.0,3055000.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Actiance,operating,USA,CA,6546.0,1779.0,0.0,0.0,0.0,3540.0,1,0,0,0,0,1,15.46464646,0.0,0.0,10140000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,Acticut International,operating,USA,UT,3814.0,1267.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6,18.72727273,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
217,Actifi,operating,USA,MN,4720.0,3158.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,17.58181818,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
220,Actinium Pharmaceuticals,ipo,USA,NY,5816.0,4324.0,0.0,0.0,0.0,4307.0,0,1,0,0,0,1,16.39393939,0.0,0.0,2805017.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Action Engine,acquired,USA,WA,5785.0,90.0,90.0,0.0,0.0,0.0,0,0,0,0,1,2,16.39393939,5236000.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,ACTIV Financial Systems,operating,USA,IL,5085.0,2941.0,0.0,0.0,0.0,2941.0,0,0,0,0,0,1,17.16969697,0.0,0.0,17750000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Active Endpoints,operating,USA,MA,4720.0,578.0,578.0,0.0,0.0,2820.0,0,0,1,0,0,1,17.58181818,4745000.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,Active Implants,operating,USA,TN,4203.0,205.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6,18.08080808,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Active International,operating,USA,NY,11660.0,10811.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,9.494949495,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
232,Active-Semi,operating,USA,TX,4355.0,2722.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,18.08080808,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
233,Active Voice Corporation,acquired,USA,WA,12025.0,2860.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,9.060606061,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
234,ACTIVE Network,acquired,USA,TX,5969.0,31.0,31.0,0.0,0.0,2962.0,0,0,0,1,0,8,15.82828283,132000.0,0.0,42900000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,ActiveStrategy,operating,USA,PA,5816.0,528.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,16.39393939,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,ActivIdentity,acquired,USA,CA,11294.0,9128.0,0.0,0.0,0.0,9128.0,1,0,0,0,0,1,9.868686869,0.0,0.0,2331872.37,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Actona Technologies,acquired,USA,CA,5816.0,958.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,16.39393939,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Acucela,operating,USA,WA,5085.0,2803.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,17.16969697,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,AcuFocus,operating,USA,CA,5450.0,2206.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,16.88888889,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Acuity Medical International,operating,USA,MN,6546.0,4655.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,15.46464646,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Acuity Systems,operating,USA,TX,7642.0,7064.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,14.39393939,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
247,Acumen Holdings,operating,USA,AR,7642.0,5832.0,5832.0,0.0,0.0,0.0,0,0,0,0,0,1,14.39393939,3000000.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Acumen Pharmaceuticals,operating,USA,CA,7277.0,3881.0,0.0,0.0,6344.0,3881.0,1,0,0,0,0,1,14.84848485,0.0,434000.0,930000.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Acumentrics,operating,USA,MA,8007.0,5269.0,0.0,0.0,0.0,5269.0,0,0,1,0,0,1,13.96969697,0.0,0.0,9204000.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
250,Acusphere,ipo,USA,MA,8372.0,6761.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,13.595959599999999,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Ad Infuse,acquired,USA,CA,3685.0,-304.0,212.0,0.0,-304.0,0.0,1,0,0,0,0,11,18.72727273,3900000.0,468000.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
252,Adamas Pharmaceuticals,ipo,USA,CA,5816.0,1947.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,16.39393939,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Adan,operating,USA,AR,6244.0,4291.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10,15.46464646,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
254,Adapt Technologies,acquired,USA,CA,5450.0,1623.0,1623.0,0.0,0.0,0.0,1,0,0,0,0,1,16.88888889,7000000.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
255,Adaptive Computing,operating,USA,UT,5450.0,3543.0,3543.0,0.0,0.0,0.0,0,0,0,0,0,1,16.88888889,9800000.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,Adaptive Insights,operating,USA,CA,4630.0,153.0,0.0,0.0,0.0,0.0,1,0,0,0,0,4,17.58181818,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,Adaptive Technologies,operating,USA,KY,5085.0,4319.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,17.16969697,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,Adapx,operating,USA,WA,6181.0,3260.0,3260.0,0.0,0.0,4522.0,0,0,0,0,1,1,15.82828283,6600000.0,0.0,3300000.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,ADAR IT,operating,USA,IL,6546.0,5878.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,15.46464646,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Adayana,operating,USA,IN,5450.0,2375.0,0.0,0.0,0.0,2375.0,0,0,0,0,0,1,16.88888889,0.0,0.0,14000000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,adBrite,acquired,USA,CA,4720.0,609.0,609.0,0.0,0.0,0.0,1,0,0,0,0,1,17.58181818,2920000.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
263,AdCare Health Systems,ipo,USA,GA,10199.0,8018.0,0.0,0.0,8867.0,0.0,0,0,0,0,0,1,10.94949495,0.0,587500.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Adchemy,acquired,USA,CA,4355.0,405.0,495.0,0.0,0.0,2119.0,1,0,0,0,0,1,18.08080808,750000.0,0.0,23250000.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
265,Adconion Media Group,acquired,USA,CA,3989.0,760.0,0.0,0.0,0.0,2319.0,1,0,0,0,0,1,18.72727273,0.0,0.0,26520000.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
267,Additech,operating,USA,TX,7642.0,4238.0,0.0,0.0,0.0,4238.0,0,0,0,1,0,1,14.39393939,0.0,0.0,3600000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,AddThis,operating,USA,VA,4355.0,851.0,851.0,0.0,0.0,1041.0,0,0,0,0,0,1,18.08080808,1875000.0,0.0,1500000.0,0.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
269,Addus HealthCare,ipo,USA,IL,13486.0,11544.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,6.333333333,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Adea,acquired,USA,TX,7277.0,4018.0,0.0,0.0,0.0,4018.0,0,0,0,1,0,1,14.84848485,0.0,0.0,3100000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
271,AdECN,acquired,USA,CA,4720.0,1127.0,1127.0,0.0,0.0,0.0,1,0,0,0,0,1,17.58181818,2263000.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
272,Adesso Solutions,operating,USA,IL,5085.0,3219.0,0.0,0.0,0.0,3219.0,0,0,0,0,0,1,17.16969697,0.0,0.0,4260000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,Adeze,operating,USA,CA,3989.0,536.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,18.72727273,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
275,Adherex Technologies,operating,USA,NC,7277.0,2894.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,14.84848485,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Adhesion Wealth Advisor Solutions,operating,USA,NC,6181.0,3840.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,15.82828283,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,Adhezion Biomedical,operating,USA,PA,5450.0,3342.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,16.88888889,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,ADI Engineering,acquired,USA,VA,9468.0,7983.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,12.2020202,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Adiana,acquired,USA,CA,6911.0,3158.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,15.21212121,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,Adknowledge,operating,USA,MO,4355.0,790.0,790.0,0.0,0.0,0.0,0,0,0,0,0,1,18.08080808,36000000.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
284,Adlyfe,operating,USA,MD,4720.0,1112.0,1112.0,0.0,0.0,0.0,0,0,0,0,0,1,17.58181818,2409000.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,AdmitOne Security,operating,USA,WA,5085.0,1408.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,17.16969697,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
287,Adnexus,acquired,USA,MA,5085.0,365.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,17.16969697,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
289,Adometry By Google,acquired,USA,TX,3989.0,767.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,18.72727273,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
290,Adomo,acquired,USA,CA,5969.0,92.0,92.0,0.0,0.0,2888.0,1,0,0,0,0,8,15.82828283,4620000.0,0.0,9900000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
292,ADP (Automatic Data Processing),ipo,USA,NJ,24443.0,20817.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1.404040404,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
293,ADS-B Technologies,operating,USA,AK,4355.0,425.0,0.0,0.0,2911.0,3012.0,0,0,0,0,0,1,18.08080808,0.0,7500.0,60000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
295,Adspace Networks,operating,USA,NY,6546.0,1310.0,0.0,0.0,0.0,4513.0,0,1,0,0,0,1,15.46464646,0.0,0.0,48750.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
296,Aduro BioTech,ipo,USA,CA,5816.0,3608.0,0.0,0.0,4356.0,4791.0,1,0,0,0,0,1,16.39393939,0.0,348228.0,17390004.48,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,Advanced Animal Diagnostics,operating,USA,NC,5450.0,3725.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,16.88888889,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,Advanced BioEnergy,operating,USA,MN,3989.0,1824.0,0.0,0.0,0.0,1824.0,0,0,0,0,0,1,18.72727273,0.0,0.0,6042135.0600000005,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,Advanced BioHealing,acquired,USA,CT,4720.0,1055.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,17.58181818,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,Advanced Brain Monitoring,operating,USA,CA,6911.0,4479.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,15.21212121,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Advanced Circulatory,operating,USA,MN,6911.0,4606.0,6055.0,0.0,0.0,0.0,0,0,0,0,0,1,15.21212121,1280000.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
303,Advanced Currents Corporation,operating,USA,MN,3727.0,2939.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9,18.72727273,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
304,Advanced Data Exchange,acquired,USA,CA,8738.0,4226.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,13.17171717,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,Advanced Diamond Technologies,operating,USA,IL,4720.0,3116.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,17.58181818,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
307,Advanced Electron Beams,closed,USA,MA,3989.0,814.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,18.72727273,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,Advanced ICU Care,operating,USA,MO,4355.0,2197.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,18.08080808,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Advanced Imaging Technologies,operating,USA,WA,4355.0,1966.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,18.08080808,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,Advanced Inquiry Systems Inc.,operating,USA,OR,6181.0,2512.0,2512.0,0.0,0.0,4788.0,0,0,0,0,0,1,15.82828283,4356000.0,0.0,460601.46,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
315,Advanced Mobile Solutions,acquired,USA,PA,6544.0,3650.0,0.0,0.0,3650.0,0.0,0,0,0,0,0,1,15.46464646,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
316,Advanced Numicro Systems,operating,USA,CA,5085.0,2830.0,0.0,0.0,0.0,2830.0,1,0,0,0,0,1,17.16969697,0.0,0.0,7100.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
317,Advanced Practice Strategies,operating,USA,MA,8372.0,8124.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,13.595959599999999,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
318,ART Advanced Recognition Technologies,acquired,USA,GA,9468.0,5126.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,12.2020202,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,Advanced Surgical Concepts,operating,USA,LA,5085.0,3150.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,17.16969697,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,Advanced System Designs,operating,USA,IL,11294.0,8925.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,9.868686869,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,AdvanDx,acquired,USA,MA,5085.0,2086.0,0.0,0.0,0.0,3954.0,0,0,1,0,0,1,17.16969697,0.0,0.0,1562000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,AdvanTech Solutions,operating,USA,FL,6030.0,1736.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6,15.82828283,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,Advantedge Healthcare Solutions,operating,USA,NJ,6181.0,2880.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,15.82828283,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,Advaxis,ipo,USA,NJ,5085.0,2830.0,3801.0,0.0,3810.0,0.0,0,0,0,0,0,1,17.16969697,3176307.8299999996,507650.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,Advenchen Laboratories,operating,USA,CA,4720.0,2696.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,17.58181818,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,Adventure Central,acquired,USA,AZ,4720.0,1470.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,17.58181818,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,Advice Company,operating,USA,CA,8738.0,1171.0,0.0,0.0,1171.0,0.0,1,0,0,0,0,1,13.17171717,0.0,280000.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,Advion Inc.,operating,USA,NY,8372.0,7850.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,13.595959599999999,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,Advocate Health Care,operating,USA,IL,14582.0,13790.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,4.747474747,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,AdXpose,acquired,USA,WA,3989.0,761.0,761.0,0.0,0.0,0.0,0,0,0,0,1,1,18.72727273,7644000.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
336,Aegerion Pharmaceuticals,ipo,USA,MA,3989.0,2004.0,0.0,0.0,0.0,2109.0,0,0,1,0,0,1,18.72727273,0.0,0.0,1170000.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,Aegis Lightwave,acquired,USA,MA,5542.0,1977.0,0.0,0.0,0.0,0.0,0,0,1,0,0,10,16.39393939,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
338,Aehr Test Systems,ipo,USA,CA,14216.0,3183.0,0.0,0.0,13235.0,0.0,1,0,0,0,0,1,5.121212121,0.0,277920.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
339,Aeluros,operating,USA,CA,5299.0,1856.0,0.0,0.0,0.0,1856.0,1,0,0,0,0,6,16.88888889,0.0,0.0,5579000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
340,AEOLUS PHARMACEUTICALS,operating,USA,CA,8007.0,5574.0,0.0,0.0,6682.0,0.0,1,0,0,0,0,1,13.96969697,0.0,407129.5,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,AEP Networks,acquired,USA,NJ,6546.0,2548.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,15.46464646,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,AER Consulting Services,operating,USA,NJ,4740.0,4582.0,0.0,0.0,0.0,0.0,0,0,0,0,0,12,17.16969697,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
344,Aerie Pharmaceuticals,ipo,USA,NJ,3989.0,2069.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,18.72727273,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,Aeris Communications,operating,USA,CA,8738.0,6329.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,13.17171717,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
